Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Access_Date,Completion_Date,NSO_Complete_Code,Days_to_complete,Days_to_access,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
73241689,A,43584,F,E,66,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,5/3/2019,5/6/2019,5/7/2019,1,4,3,10181409,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
36420105,A,43489,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/19/2019,NA,1/0/1900,0,NA,NA,29119138,UP.STAF,NA,DIRECTOR C,0
19943231,A,43739,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/8/2019,10/8/2019,10/9/2019,1,1,0,10016203,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
87454128,A,43580,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/12/2019,NA,1/0/1900,0,NA,NA,12534388,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
10714544,A,43668,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,30.77,NA,8/7/2019,8/7/2019,1/0/1900,0,NA,0,22767810,UP.FAC,DUAL,PROFESSOR,0
85525751,A,43374,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/14/2018,11/26/2018,12/19/2018,1,35,12,44365182,UP.FAC,NA,"ASSISTANT PROFESSOR, CLIN",0
88562706,A,43682,F,E,26,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/8/2019,8/8/2019,8/8/2019,1,0,0,23893704,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,0
45645317,A,43617,F,E,29,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/4/2019,6/10/2019,6/13/2019,1,9,6,10239468,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
20575835,A,43731,F,E,24,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,9/24/2019,10/2/2019,10/4/2019,1,10,8,59930499,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
35906533,A,43682,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/7/2019,8/7/2019,8/8/2019,1,1,0,76056107,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,1
79259586,A,43626,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,23.08,NA,6/11/2019,6/12/2019,1/0/1900,0,NA,1,10111965,UP.STAF,UNIV,DIRECTOR D,2
37419226,A,43395,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,11/14/2018,3/8/2019,1/0/1900,0,NA,114,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
51789320,A,43773,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/6/2019,11/6/2019,11/6/2019,1,0,0,13121810,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
16044451,A,43620,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,8/31/2019,NA,1/0/1900,0,NA,NA,10020854,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
40841894,A,43584,F,E,26,F,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,100,NA,4/30/2019,5/7/2019,6/5/2019,1,36,7,10100052,UP.STAF,DUAL,GRANTS MANAGER B,0
18339269,A,43661,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/19/2019,7/19/2019,7/31/2019,1,12,0,74125362,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
16561771,A,43654,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,7/11/2019,NA,1/0/1900,0,NA,NA,10276593,UP.FAC,DUAL,PROFESSOR,0
41944631,A,43626,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/14/2019,6/19/2019,7/8/2019,1,24,5,10267697,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,1
89741847,A,43647,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/5/2019,7/10/2019,7/11/2019,1,6,5,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
73775001,A,43507,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/12/2019,2/18/2019,3/1/2019,1,17,6,10029734,UP.FAC,NA,RESEARCH ASSOCIATE PROFES,0
71988816,A,43374,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,7.69,NA,4/3/2019,4/29/2019,1/0/1900,0,NA,26,10033737,UP.STAF,NA,RESEARCH SPECIALIST B,0
66428548,A,43731,F,E,26,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,9/25/2019,10/10/2019,1/0/1900,0,NA,15,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
12202667,A,43626,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,6/11/2019,6/12/2019,6/13/2019,1,2,1,26811395,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
30999730,A,43617,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/13/2019,6/18/2019,6/18/2019,1,5,5,23893704,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,0
56338789,A,43712,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/6/2019,NA,1/0/1900,0,NA,NA,10019916,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
76179604,A,43518,F,E,43,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,2/27/2019,3/18/2019,3/25/2019,1,26,19,10280586,UP.STAF,NA,MANAGER E,1
18631552,A,43591,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/7/2019,5/14/2019,5/14/2019,1,7,7,55699770,UP.FAC,DUAL,PROFESSOR,0
84095139,A,43770,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,38.46,NA,11/5/2019,11/6/2019,1/0/1900,0,NA,1,67972864,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
82026798,A,43508,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/19/2019,6/21/2019,7/8/2019,1,19,2,10200795,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
82677279,A,43467,F,E,27,F,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,1/3/2019,1/4/2019,1/8/2019,1,5,1,34874030,UP.STAF,UNIV,RESOURCE TECHNOLOGIST C,1
46636713,A,43353,F,E,27,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/14/2018,11/15/2018,11/19/2018,1,5,1,10256331,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
48241085,A,43397,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,LPR,0,#N/A,11/14/2018,NA,1/0/1900,0,NA,NA,50429142,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
76266335,A,43675,F,E,23,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,8/1/2019,8/5/2019,8/8/2019,1,7,4,78334222,UP.FAC,UNIV,PROFESSOR,0
70839559,A,43724,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,9/19/2019,9/19/2019,1/0/1900,0,NA,0,30271646,UP.STAF,DUAL,DIRECTOR E,2
16727918,A,43761,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,15.38,NA,10/25/2019,10/30/2019,1/0/1900,0,NA,5,10196729,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
13613242,A,43619,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/7/2019,6/11/2019,6/11/2019,1,4,4,43073611,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
88867123,A,43654,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,15.38,NA,7/11/2019,7/11/2019,1/0/1900,0,NA,0,10210081,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
53349487,A,43467,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/4/2019,1/9/2019,1/10/2019,1,6,5,10269116,UP.STAF,DUAL,DIRECTOR C,2
24145827,A,43416,F,E,29,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/16/2018,11/16/2018,11/27/2018,1,11,0,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
54990836,A,43374,F,E,26,M,Research Coordinator,320077,Research Coordinator,1,AP,F-1,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
79280269,A,43508,F,E,68,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,46.15,NA,11/12/2019,11/20/2019,1/0/1900,0,NA,8,28819798,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
65100843,A,43601,F,E,32,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,0,NA,10/11/2019,NA,1/0/1900,0,NA,NA,10235587,UP.STAF,UNIV,CLINICAL RESEARCH MONITOR,0
88850025,A,43467,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,46.15,NA,1/4/2019,1/4/2019,1/0/1900,0,NA,0,18432888,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",1
66007963,A,43703,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/4/2019,NA,1/0/1900,0,NA,NA,22767810,UP.FAC,DUAL,PROFESSOR,0
38732267,A,43619,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/4/2019,6/6/2019,6/6/2019,1,2,2,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
20339877,A,43630,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/17/2019,6/18/2019,1,2,1,10002897,UP.FAC,UNIV,PROFESSOR,0
79601712,A,43626,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/11/2019,6/21/2019,7/3/2019,1,22,10,10013374,UP.FAC,UNIV,PROFESSOR,0
58032591,A,43696,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,8/21/2019,NA,1/0/1900,0,NA,NA,22320129,UP.FAC,DUAL,"ASSISTANT PROFESSOR, CLIN",0
18390473,A,43608,F,E,26,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,#N/A,5/24/2019,5/24/2019,5/27/2019,1,3,0,10002897,UP.FAC,UNIV,PROFESSOR,0
75760352,A,43577,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/25/2019,5/28/2019,6/14/2019,1,20,3,10152595,UP.FAC,UNIV,PROFESSOR,0
29139973,A,43517,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,10/4/2019,10/7/2019,10/8/2019,1,4,3,10074903,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,1
43236974,A,43525,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,3/2/2019,5/8/2019,5/15/2019,1,74,67,10014770,HS.EMP,DUAL,Administrator PAH Cancer Svce,0
44248884,A,43507,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/15/2019,7/7/2019,7/7/2019,1,142,142,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
17210962,A,43738,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/4/2019,10/7/2019,10/18/2019,1,14,3,74033971,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
40258216,A,43759,F,E,34,F,Business Administrator A,130380,Business Administrator A,1,AP,NA,100,NA,10/22/2019,10/22/2019,11/1/2019,1,10,0,10086979,HS.EMP,DUAL,Director Research Admin,1
34817010,A,43467,F,E,46,M,Research Specialist C,320030,Research Specialist C,1,AP,NA,0,NA,1/3/2019,NA,1/0/1900,0,NA,NA,76638453,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
47077928,A,43417,F,E,27,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/16/2018,11/16/2018,11/26/2018,1,10,0,52199741,UP.STAF,NA,"RESEARCH INVESTIGATOR, SE",0
29665997,A,43678,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/7/2019,8/8/2019,8/28/2019,1,21,1,41998817,UP.STAF,NA,MANAGER RESEARCH PROJECT,2
60691962,A,43613,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/24/2019,5/28/2019,6/5/2019,1,12,4,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
65628774,A,43647,F,E,21,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/1/2019,7/1/2019,7/9/2019,1,8,0,78945445,UP.STAF,DUAL,COORDINATOR B,1
66381731,A,43388,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,LPR,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
68474851,A,43719,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,11/19/2019,NA,1/0/1900,0,NA,NA,61135994,UP.FAC,UNIV,PROFESSOR,0
30687669,A,43517,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/28/2019,10/4/2019,10/4/2019,1,6,6,10074903,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,1
38131558,A,43606,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/18/2019,6/20/2019,6/20/2019,1,2,2,31525165,UP.STAF,NA,"RESEARCH INVESTIGATOR, SE",0
39305515,A,43727,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,9/26/2019,9/24/2019,10/1/2019,1,5,-2,63435258,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
69342469,A,43689,F,E,26,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/21/2019,9/20/2019,9/30/2019,1,40,30,63065718,UP.FAC,DUAL,PROFESSOR,0
36929641,A,43467,F,E,29,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/3/2019,1/3/2019,1/3/2019,1,0,0,10008909,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
15379613,A,43444,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,12/11/2018,12/11/2018,12/17/2018,1,6,0,32793187,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
45071175,A,43711,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/10/2019,NA,1/0/1900,0,NA,NA,43636372,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
38571326,A,43625,F,E,21,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,6/13/2019,6/20/2019,6/21/2019,1,8,7,10281681,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
43488634,A,43787,F,E,24,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,11/19/2019,11/19/2019,1/0/1900,0,NA,0,10011932,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
54142160,A,43617,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/18/2019,6/18/2019,6/18/2019,1,0,0,25991693,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,0
20338407,A,43390,F,E,30,F,Resource Technologist A,320100,Resource Technologist A,1,AP,J-2,100,NA,11/14/2018,11/19/2018,12/6/2018,1,22,5,52290275,UP.STAF,DUAL,"RESEARCH INVESTIGATOR, SE",1
22021603,A,43472,F,E,51,F,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,1/8/2019,1/11/2019,1/14/2019,1,6,3,33383114,UP.STAF,UNIV,DIRECTOR B,2
41140890,A,43630,F,E,27,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/27/2019,7/15/2019,1,29,11,64500976,UP.FAC,UNIV,PROFESSOR,0
48437951,A,43724,F,E,28,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/21/2019,10/1/2019,10/1/2019,1,10,10,10130325,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",1
43565415,A,43696,F,E,22,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,8/22/2019,8/22/2019,8/27/2019,1,5,0,64965929,UP.STAF,UNIV,DIRECTOR B,2
27998974,A,43570,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,4/16/2019,4/17/2019,1/0/1900,0,NA,1,75921637,UP.STAF,UNIV,DIRECTOR C,2
88109621,A,43613,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,5/31/2019,NA,1/0/1900,0,NA,NA,17918349,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
37375015,A,43617,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/30/2019,6/11/2019,6/14/2019,1,15,12,31465583,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
76361438,A,43525,F,E,24,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,3/2/2019,3/13/2019,4/10/2019,1,39,11,10130801,UP.FAC,DUAL,PROFESSOR,0
57859894,A,43630,F,E,22,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,6/16/2019,NA,1/0/1900,0,NA,NA,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
77325390,A,43479,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/3/2019,9/9/2019,9/10/2019,1,38,37,78945445,UP.STAF,DUAL,COORDINATOR B,1
36739315,A,43745,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/9/2019,10/11/2019,1,3,1,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
86033997,A,43731,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,9/24/2019,9/24/2019,9/26/2019,1,2,0,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
16976715,A,43467,F,E,24,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,53.85,NA,1/3/2019,1/3/2019,1/0/1900,0,NA,0,18590246,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
77114796,A,43745,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/25/2019,10/28/2019,10/29/2019,1,4,3,54069255,UP.STAF,UNIV,RESEARCH SPECIALIST D,1
34354609,A,43467,F,E,25,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/4/2019,1/8/2019,1/23/2019,1,19,4,54262010,UP.FAC,DUAL,PROFESSOR,0
53877495,A,43613,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,15.38,NA,5/29/2019,5/31/2019,1/0/1900,0,NA,2,63843292,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
31421346,A,43745,F,E,42,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/9/2019,10/10/2019,1,2,1,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
79214079,A,43759,F,E,25,F,Clinical Research Coordinator,399074,Clinical Research Coordinator,1,AP,NA,100,NA,10/29/2019,10/31/2019,10/31/2019,1,2,2,48254481,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
58786895,A,43630,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/18/2019,6/18/2019,1,2,2,10209613,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
79393799,A,43479,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/24/2019,1/24/2019,1/28/2019,1,4,0,10153990,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
62123906,A,43467,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,1/3/2019,1/3/2019,1/3/2019,1,0,0,60209367,UP.STAF,DUAL,CLINICAL RESEARCH NURSE C,2
39060978,A,43780,F,E,26,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,11/12/2019,11/13/2019,1/0/1900,0,NA,1,63688710,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
13840169,A,43647,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,7/5/2019,7/12/2019,7/17/2019,1,12,7,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
72639266,A,43739,F,E,28,M,Clinical Research Coordinator A,399074,Clinical Research Coordinator,1,AP,NA,100,NA,10/3/2019,10/3/2019,10/3/2019,1,0,0,48254481,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
18129316,A,43481,F,E,31,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/18/2019,1/22/2019,1/24/2019,1,6,4,40868598,UP.STAF,UNIV,GRANTS MANAGER B,2
28833754,A,43726,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/19/2019,NA,1/0/1900,0,NA,NA,10269116,UP.STAF,DUAL,DIRECTOR C,2
15476480,A,43725,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,15.38,NA,9/26/2019,10/11/2019,1/0/1900,0,NA,15,10235183,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
50620058,A,43724,F,E,22,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,9/21/2019,9/23/2019,9/23/2019,1,2,2,10020856,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",1
25025537,A,43770,F,E,23,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/4/2019,11/12/2019,11/12/2019,1,8,8,18432888,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",1
49208966,A,43431,F,E,24,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/28/2018,11/29/2018,11/30/2018,1,2,1,10082366,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
53809837,A,43411,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/14/2018,11/14/2018,6/21/2019,1,219,0,58577533,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
80302157,A,43355,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/12/2019,6/12/2019,6/14/2019,1,2,0,10088805,UP.FAC,UNIV,PROFESSOR,0
36551506,A,43509,F,E,24,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,2/14/2019,2/15/2019,2/18/2019,1,4,1,39391363,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
45494515,A,43696,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/14/2019,9/16/2019,9/16/2019,1,2,2,75782049,UP.STAF,DUAL,DIRECTOR D,0
19391968,A,43760,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/25/2019,10/25/2019,10/31/2019,1,6,0,74816448,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
54281183,A,43599,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/1/2019,6/4/2019,6/17/2019,1,16,3,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
23275700,A,43661,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,7.69,NA,7/17/2019,8/15/2019,1/0/1900,0,NA,29,10026323,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
78244235,A,43586,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/16/2019,6/24/2019,6/28/2019,1,43,39,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
81881643,A,43402,F,E,23,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,0,NA,11/19/2019,NA,1/0/1900,0,NA,NA,23320700,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
36561248,A,43605,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,F-1,15.38,NA,10/29/2019,10/30/2019,1/0/1900,0,NA,1,10276723,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,2
71347323,A,43711,F,E,22,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,9/8/2019,9/4/2019,9/10/2019,1,2,-4,73450889,UP.STAF,UNIV,BUSINESS MANAGER C,1
14974732,A,43553,F,E,25,F,Teacher,365300,Teacher,1,AP,NA,100,NA,4/7/2019,4/26/2019,4/29/2019,1,22,19,10090533,UP.STAF,UNIV,COUNSELING PSYCHOLOGIST C,1
46451436,A,43717,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,F-1,23.08,NA,9/12/2019,9/20/2019,1/0/1900,0,NA,8,44627768,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
32545046,A,43630,F,E,51,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/19/2019,11/10/2019,11/11/2019,1,23,22,41796982,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
17470520,A,43617,F,E,23,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,6/11/2019,6/12/2019,6/19/2019,1,8,1,10135524,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",2
78329269,A,43586,F,E,25,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/4/2019,5/6/2019,5/7/2019,1,3,2,10001215,UP.FAC,DUAL,PROFESSOR,0
50608901,A,43474,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/10/2019,1/11/2019,1/14/2019,1,4,1,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
24422271,A,42443,F,E,30,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,5/20/2019,5/21/2019,5/23/2019,1,3,1,68183114,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
