Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Completion_Date,NSO_Complete_Code,number_of_weeks,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
20338407,A,10/17/2018,F,E,30,F,Resource Technologist A,320100,Resource Technologist A,1,AP,J-2,100,NA,11/14/2018,12/6/2018,1,3.14,52290275,UP.STAF,DUAL,"RESEARCH INVESTIGATOR, SE",1
10286989,A,10/29/2018,F,E,54,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,11/14/2018,11/27/2018,1,1.86,66856476,UP.STAF,UNIV,DIRECTOR D,0
22021603,A,1/7/2019,F,E,51,F,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,1/8/2019,1/14/2019,1,0.86,33383114,UP.STAF,UNIV,DIRECTOR B,2
41140890,A,6/14/2019,F,E,27,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,7/15/2019,1,4.14,64500976,UP.FAC,UNIV,PROFESSOR,0
43869383,A,6/24/2019,F,E,51,M,Director F,120322,Director F,4,AP,NA,100,UNIV,6/25/2019,7/27/2019,1,4.57,10037199,UP.FAC,DUAL,PROFESSOR,1
12135117,A,9/24/2018,F,N,23,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,100,NA,11/14/2018,11/19/2018,1,0.71,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
33768497,A,8/27/2019,F,N,24,M,Financial Administrative Coordinator,525384,Financial Administrative Coordinator,1,SS,NA,100,NA,8/28/2019,8/28/2019,1,0,10028749,UP.STAF,DUAL,"DIRECTOR, FISCAL OPERATIO",2
70356876,A,1/7/2019,F,N,23,F,"Technician, Cagewash B",420181,"Technician, Cagewash B",1,SS,NA,100,NA,1/8/2019,2/27/2019,1,7.14,86193809,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
71917607,A,7/24/2019,F,N,22,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,7/26/2019,7/29/2019,1,0.43,66657138,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
30983952,A,8/12/2019,P,NA,22,,Statistician Junior,530052,Statistician Junior,NA,SS,NA,0,#N/A,8/13/2019,1/0/1900,0,-6241.43,24838272,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,2
48437951,A,9/16/2019,F,E,28,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/21/2019,10/1/2019,1,1.43,10130325,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",1
56884993,A,10/14/2019,F,N,31,F,"Technician, Cagewash B",420181,"Technician, Cagewash B",1,SS,NA,69.23,NA,10/18/2019,1/0/1900,0,-6250.86,86193809,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
85045805,A,11/1/2019,F,E,33,F,Research Specialist D,320035,Research Specialist D,2,AP,H-1B,100,NA,11/4/2019,11/8/2019,1,0.57,10152843,UP.STAF,DUAL,MANAGER C,0
29082974,A,12/11/2018,F,N,23,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,12/12/2018,1/8/2019,1,3.86,26886601,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
43565415,A,8/19/2019,F,E,22,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,8/22/2019,8/27/2019,1,0.71,64965929,UP.STAF,UNIV,DIRECTOR B,2
81103042,A,3/11/2019,F,E,23,M,Application Developer B,340181,Application Developer B,2,AP,F-1,100,NA,3/12/2019,3/18/2019,1,0.86,54266382,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
27998974,A,4/15/2019,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,4/16/2019,1/0/1900,0,-6224.43,75921637,UP.STAF,UNIV,DIRECTOR C,2
88109621,A,5/28/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,5/31/2019,1/0/1900,0,-6230.86,17918349,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
37375015,A,6/1/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/30/2019,6/14/2019,1,2.14,31465583,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
76361438,A,3/1/2019,F,E,24,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,3/2/2019,4/10/2019,1,5.57,10130801,UP.FAC,DUAL,PROFESSOR,0
65866639,A,2/1/2019,F,E,31,F,Manager Research Project A,120860,Manager Research Project A,3,AP,NA,100,NA,2/5/2019,2/19/2019,1,2,22800137,UP.STAF,UNIV,DIRECTOR C,0
57859894,A,6/14/2019,F,E,22,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,6/16/2019,1/0/1900,0,-6233.14,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
77325390,A,1/14/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/3/2019,9/10/2019,1,5.43,78945445,UP.STAF,DUAL,COORDINATOR B,1
36739315,A,10/7/2019,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/11/2019,1,0.43,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
74738834,A,2/5/2019,F,N,23,F,"Technician, Research Laboratory B",420065,"Technician, Research Laboratory B",1,SS,F-1,100,NA,2/6/2019,2/20/2019,1,2,10015477,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
64926318,A,10/29/2018,F,N,26,M,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,6/12/2019,6/12/2019,1,0,44535085,UP.STAF,UNIV,MANAGER C,0
10283987,A,9/16/2019,F,E,55,M,Data Analyst C,340106,Data Analyst C,3,AP,NA,100,NA,9/17/2019,9/30/2019,1,1.86,16104311,UP.FAC,DUAL,ASSOCIATE PROFESSOR,1
86033997,A,9/23/2019,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,9/24/2019,9/26/2019,1,0.29,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
16976715,A,1/2/2019,F,E,24,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,53.85,NA,1/3/2019,1/0/1900,0,-6209.71,18590246,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
62707337,A,5/2/2019,F,N,54,F,Office Administrative Assistant B,525379,Office Administrative Assistant B,1,SS,NA,100,NA,10/22/2019,10/24/2019,1,0.29,10088626,UP.STAF,UNIV,MANAGER C,2
52195774,A,6/1/2019,F,E,39,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,6/11/2019,6/14/2019,1,0.43,10071842,UP.STAF,UNIV,DIRECTOR C,0
77114796,A,10/7/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/25/2019,10/29/2019,1,0.57,54069255,UP.STAF,UNIV,RESEARCH SPECIALIST D,1
89086544,A,10/8/2018,F,N,33,F,Academic Coordinator,525362,Academic Coordinator,2,SS,NA,100,NA,11/14/2018,12/6/2018,1,3.14,69528833,UP.STAF,UNIV,ASSOCIATE DIRECTOR C,2
34354609,A,1/2/2019,F,E,25,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/4/2019,1/23/2019,1,2.71,54262010,UP.FAC,DUAL,PROFESSOR,0
53877495,A,5/28/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,15.38,NA,5/29/2019,1/0/1900,0,-6230.57,63843292,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
31421346,A,10/7/2019,F,E,42,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/10/2019,1,0.29,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
79214079,A,10/21/2019,F,E,25,F,Clinical Research Coordinator,399074,Clinical Research Coordinator,1,AP,NA,100,NA,10/29/2019,10/31/2019,1,0.29,48254481,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
88921818,A,8/12/2019,F,E,39,F,Clinical Research Nurse C,315054,Clinical Research Nurse C,2,AP,NA,0,NA,8/11/2019,1/0/1900,0,-6241.14,10001601,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
58786895,A,6/14/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/18/2019,1,0.29,10209613,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
79393799,A,1/14/2019,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/24/2019,1/28/2019,1,0.57,10153990,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
62123906,A,1/2/2019,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,1/3/2019,1/3/2019,1,0,60209367,UP.STAF,DUAL,CLINICAL RESEARCH NURSE C,2
39060978,A,11/11/2019,F,E,26,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,11/12/2019,1/0/1900,0,-6254.43,63688710,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
13840169,A,7/1/2019,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,7/5/2019,7/17/2019,1,1.71,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
15383082,A,11/19/2018,F,E,33,F,Social Worker,365056,Social Worker,2,AP,NA,100,NA,11/21/2018,12/20/2018,1,4.14,79016671,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,2
72639266,A,10/1/2019,F,E,28,M,Clinical Research Coordinator A,399074,Clinical Research Coordinator,1,AP,NA,100,NA,10/3/2019,10/3/2019,1,0,48254481,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
10219127,A,6/1/2019,F,E,52,F,Associate Director E,120409,Associate Director E,3,AP,NA,15.38,UNIV,6/11/2019,1/0/1900,0,-6232.43,10199266,UP.STAF,UNIV,DIRECTOR D,0
77617888,A,11/28/2018,F,E,31,F,Grants Manager B,355803,Grants Manager B,3,AP,NA,100,NA,12/4/2018,12/14/2018,1,1.43,75782049,UP.STAF,DUAL,DIRECTOR D,0
18129316,A,1/16/2019,F,E,31,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/18/2019,1/24/2019,1,0.86,40868598,UP.STAF,UNIV,GRANTS MANAGER B,2
78945445,A,9/23/2019,F,E,29,F,Coordinator B,399115,Coordinator B,2,AP,NA,0,DUAL,10/3/2019,1/0/1900,0,-6248.71,75782049,UP.STAF,DUAL,DIRECTOR D,0
28833754,A,9/18/2019,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/19/2019,1/0/1900,0,-6246.71,10269116,UP.STAF,DUAL,DIRECTOR C,2
52935447,A,6/6/2019,F,E,29,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,6/7/2019,6/17/2019,1,1.43,10130325,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",1
28404242,A,4/23/2019,F,E,56,F,Director D,120390,Director D,4,AP,NA,0,UNIV,4/24/2019,1/0/1900,0,-6225.57,43869383,UP.STAF,UNIV,DIRECTOR F,0
10019286,A,11/26/2018,F,E,48,F,Research Specialist D,320035,Research Specialist D,3,AP,NA,100,NA,11/27/2018,1/27/2019,1,8.71,10129499,UP.STAF,UNIV,DIRECTOR D,1
68267200,A,10/15/2018,F,E,27,M,Clinical Research Monitoring Specialist,120861,Clinical Research Monitoring Specialist,2,AP,NA,100,NA,11/14/2018,11/26/2018,1,1.71,10055824,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,1
22335301,A,11/11/2019,F,N,24,M,Building Services Assistant,525428,Services Assistant C,1,SS,NA,0,NA,11/12/2019,1/0/1900,0,-6254.43,69757271,UP.STAF,UNIV,SUPERVISOR C,2
15476480,A,9/17/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,15.38,NA,9/26/2019,1/0/1900,0,-6247.71,10235183,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
50620058,A,9/16/2019,F,E,22,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,9/21/2019,9/23/2019,1,0.29,10020856,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",1
22184574,A,4/15/2019,F,E,32,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",3,AP,NA,100,NA,4/16/2019,4/18/2019,1,0.29,40104293,UP.STAF,UNIV,DIRECTOR D,0
25025537,A,11/1/2019,F,E,23,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/4/2019,11/12/2019,1,1.14,18432888,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",1
45798009,A,1/22/2019,F,E,37,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,1/23/2019,1/24/2019,1,0.14,10091021,UP.FAC,UNIV,PROFESSOR,0
49208966,A,11/27/2018,F,E,24,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/28/2018,11/30/2018,1,0.29,10082366,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
52883960,A,6/1/2019,F,E,30,M,Director D,120390,Director D,4,AP,NA,100,UNIV,6/9/2019,6/12/2019,1,0.43,10019934,UP.STAF,UNIV,STAFF VETERINARIAN,0
53809837,A,11/7/2018,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/14/2018,6/21/2019,1,31.29,58577533,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
80302157,A,9/12/2018,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/12/2019,6/14/2019,1,0.29,10088805,UP.FAC,UNIV,PROFESSOR,0
83123027,A,9/3/2019,F,E,29,F,Clinical Research Nurse C,315054,Clinical Research Nurse C,3,AP,NA,0,NA,9/11/2019,1/0/1900,0,-6245.57,10311995,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
85872402,A,6/10/2019,F,N,24,M,"Technician, Cagewash B",420181,"Technician, Cagewash B",1,SS,NA,100,NA,6/11/2019,6/24/2019,1,1.86,86193809,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
49610950,A,9/3/2019,F,N,35,M,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,9/12/2019,9/13/2019,1,0.14,10002920,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
36551506,A,2/13/2019,F,E,24,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,2/14/2019,2/18/2019,1,0.57,39391363,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
10115110,A,1/22/2019,F,E,63,M,Director D,120390,Director D,4,AP,NA,100,NA,1/23/2019,2/8/2019,1,2.29,10100689,UP.STAF,UNIV,DIRECTOR D,1
45494515,A,8/19/2019,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/14/2019,9/16/2019,1,0.29,75782049,UP.STAF,DUAL,DIRECTOR D,0
12146445,A,6/12/2019,F,E,42,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,100,NA,6/13/2019,7/23/2019,1,5.71,10021329,UP.STAF,DUAL,MANAGER D,2
72416568,A,7/8/2019,F,N,23,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,30.77,NA,7/17/2019,1/0/1900,0,-6237.57,38871743,UP.STAF,UNIV,DIRECTOR D,2
17460527,A,9/4/2019,F,E,26,F,Grants Manager A,355802,Grants Manager A,2,AP,NA,0,NA,9/11/2019,1/0/1900,0,-6245.57,75782049,UP.STAF,DUAL,DIRECTOR D,0
40947776,A,1/14/2019,F,E,52,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,7.69,NA,1/15/2019,1/0/1900,0,-6211.43,38215626,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
71361501,A,9/30/2019,P,N,25,F,Administrative Assistant B,525625,Administrative Assistant B,1,SS,NA,100,#N/A,10/3/2019,10/22/2019,1,2.71,30979485,UP.STAF,UNIV,COORDINATOR B,2
73482921,A,10/24/2018,F,E,63,F,Staff Assistant C,399035,Staff Assistant C,2,AP,NA,0,NA,11/14/2018,1/0/1900,0,-6202.57,10163994,UP.STAF,UNIV,DIRECTOR B,1
19391968,A,10/22/2019,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/25/2019,10/31/2019,1,0.86,74816448,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
70689723,A,9/18/2018,F,E,25,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,0,NA,11/14/2018,1/0/1900,0,-6202.57,88420638,UP.STAF,UNIV,DIRECTOR D,2
21240393,A,5/6/2019,F,E,50,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,5/7/2019,5/10/2019,1,0.43,86268315,UP.STAF,UNIV,DIRECTOR C,2
54281183,A,5/14/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/1/2019,6/17/2019,1,2.29,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
23275700,A,7/15/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,7.69,NA,7/17/2019,1/0/1900,0,-6237.57,10026323,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
78244235,A,5/1/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/16/2019,6/28/2019,1,6.14,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
38222632,A,10/21/2019,F,N,53,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,10/26/2019,11/8/2019,1,1.86,13815810,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
35886443,A,7/8/2019,F,E,30,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,7/11/2019,7/15/2019,1,0.57,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
81881643,A,10/29/2018,F,E,23,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,0,NA,11/19/2019,1/0/1900,0,-6255.43,23320700,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
36561248,A,5/20/2019,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,F-1,15.38,NA,10/29/2019,1/0/1900,0,-6252.43,10276723,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,2
15446021,A,3/1/2019,F,E,48,M,Grants Manager A,355802,Grants Manager A,2,AP,NA,100,NA,3/1/2019,3/8/2019,1,1,10136101,UP.STAF,DUAL,"MANAGER, ADMINISTRATION A",1
71347323,A,9/3/2019,F,E,22,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,9/8/2019,9/10/2019,1,0.29,73450889,UP.STAF,UNIV,BUSINESS MANAGER C,1
72615342,A,9/3/2019,F,E,28,F,Clinical Research Nurse C,315054,Clinical Research Nurse C,3,AP,NA,100,NA,9/4/2019,9/12/2019,1,1.14,10256331,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
50293620,A,9/4/2019,F,E,33,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,7.69,NA,9/10/2019,1/0/1900,0,-6245.43,10136421,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
31906088,A,7/1/2019,F,E,27,F,Research Coordinator Senior,320085,Research Coordinator Senior,2,AP,NA,100,NA,7/11/2019,10/25/2019,1,15.14,73450889,UP.STAF,UNIV,BUSINESS MANAGER C,1
78662958,A,8/6/2019,F,E,55,F,Manager C,130200,Manager C,2,AP,NA,0,UNIV,8/11/2019,1/0/1900,0,-6241.14,44008217,UP.STAF,DUAL,COORDINATOR B,1
40940794,A,6/1/2019,F,E,29,F,Research Coordinator Senior,320085,Research Coordinator Senior,2,AP,NA,92.31,NA,6/25/2019,1/0/1900,0,-6234.43,70731697,UP.STAF,UNIV,DIRECTOR C,1
10180149,A,2/18/2019,F,E,36,F,Clinical Research Nurse D,315057,Clinical Research Nurse D,3,AP,NA,23.08,NA,2/20/2019,1/0/1900,0,-6216.57,86268315,UP.STAF,UNIV,DIRECTOR C,2
14974732,A,3/29/2019,F,E,25,F,Teacher,365300,Teacher,1,AP,NA,100,NA,4/7/2019,4/29/2019,1,3.14,10090533,UP.STAF,UNIV,COUNSELING PSYCHOLOGIST C,1
46451436,A,9/9/2019,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,F-1,23.08,NA,9/12/2019,1/0/1900,0,-6245.71,44627768,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
76682078,A,10/1/2018,F,N,27,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,11/14/2018,11/26/2018,1,1.71,21489705,UP.STAF,UNIV,RESEARCH COORDINATOR SENI,1
32545046,A,6/14/2019,F,E,51,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/19/2019,11/11/2019,1,3.29,41796982,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
17470520,A,6/1/2019,F,E,23,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,6/11/2019,6/19/2019,1,1.14,10135524,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",2
78329269,A,5/1/2019,F,E,25,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/4/2019,5/7/2019,1,0.43,10001215,UP.FAC,DUAL,PROFESSOR,0
46709355,A,8/1/2019,F,E,36,F,Clinical Research Coordinator,399074,Clinical Research Coordinator,2,AP,NA,100,NA,9/12/2019,9/20/2019,1,1.14,71087788,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
50608901,A,1/9/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/10/2019,1/14/2019,1,0.57,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
58286112,A,8/26/2019,F,N,22,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,8/27/2019,9/10/2019,1,2,10217595,UP.FAC,DUAL,PROFESSOR,0
24422271,A,3/14/2016,F,E,30,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,5/20/2019,5/23/2019,1,0.43,68183114,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
30188470,L,10/5/2019,F,E,34,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,#N/A,2/15/2019,2/27/2019,1,1.71,12924995,HS.EMP,DUAL,Mgr Administration and Finance,0
61203730,A,4/23/2019,P,N,24,F,Clinical Research Assistant A,420068,Clinical Research Assistant A,1,SS,NA,100,#N/A,5/8/2019,5/20/2019,1,1.71,84844441,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
63686402,A,6/1/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/4/2019,6/4/2019,1,0,10203465,UP.FAC,NA,"ASSISTANT PROFESSOR, CLIN",0
20339873,A,11/27/2018,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,15.38,NA,11/29/2018,1/0/1900,0,-6204.71,10001215,UP.FAC,DUAL,PROFESSOR,0
55394017,A,11/18/2019,F,E,31,M,Coordinator C,399123,Coordinator C,2,AP,NA,30.77,NA,11/19/2019,1/0/1900,0,-6255.43,10090858,UP.STAF,UNIV,DIRECTOR E,0
12414274,A,9/10/2018,F,E,31,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,11/14/2018,11/26/2018,1,1.71,10235094,HS.EMP,DUAL,Manager Research and Clinical,0
32601793,A,7/8/2019,F,E,23,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,7/13/2019,7/18/2019,1,0.71,55492781,UP.SRS,UNIV,No job record,2
42371438,A,9/17/2018,F,E,31,F,Statistical Analyst B,340432,Statistical Analyst B,2,AP,NA,100,NA,11/14/2018,11/28/2018,1,2,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
32283899,A,2/15/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,H-1B,100,NA,2/16/2019,3/7/2019,1,2.71,44187790,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
81989034,A,7/8/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/12/2019,7/17/2019,1,0.71,10042562,UP.FAC,DUAL,PROFESSOR,0
29981599,A,7/15/2019,F,E,23,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,46.15,NA,7/11/2019,1/0/1900,0,-6236.71,26886601,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
21708019,A,9/23/2019,F,E,29,M,Counseling Psychologist C,365367,Counseling Psychologist C,3,AP,NA,100,NA,10/4/2019,10/8/2019,1,0.57,82919910,UP.STAF,DUAL,DIRECTOR C,0
18536519,A,5/24/2019,F,E,26,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/29/2019,6/13/2019,1,2.14,10082947,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
41913815,A,5/1/2019,F,N,29,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,5/3/2019,5/3/2019,1,0,65484215,UP.STAF,UNIV,EXECUTIVE ASSISTANT A,2
48349688,A,8/12/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/16/2019,8/19/2019,1,0.43,10135524,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",2
16632026,A,1/24/2019,F,E,26,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/25/2019,2/21/2019,1,3.86,16443813,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
17479716,A,10/21/2019,F,N,23,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,10/22/2019,10/30/2019,1,1.14,10127448,UP.STAF,UNIV,DIRECTOR E,0
55017912,A,11/18/2019,F,E,26,,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,7.69,NA,11/19/2019,1/0/1900,0,-6255.43,10280865,UP.STAF,DUAL,DIRECTOR D,0
64070354,A,11/26/2018,F,E,32,F,Research Specialist D,320035,Research Specialist D,2,AP,F-1,100,NA,11/27/2018,12/18/2018,1,3,88420638,UP.STAF,UNIV,DIRECTOR D,2
64563335,A,10/1/2019,F,E,54,M,"Director, Research Support",320050,"Director, Research Support",3,AP,H-1B,0,NA,10/4/2019,1/0/1900,0,-6248.86,10028221,UP.STAF,DUAL,BUSINESS ADMINISTRATOR C,2
71534439,A,4/15/2019,F,N,34,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,4/16/2019,4/16/2019,1,0,10226309,HS.EMP,DUAL,Dir Division Administration,0
